IRD-648,simulans,1
IRD-649,simulans,1
IRD-65,tuberosum,1
IRD-650,linearis,1
IRD-651,linearis,1
IRD-651,spegazzinii,1
IRD-652,spegazzinii,1
IRD-653,alata,1
IRD-653,tabacum,1
IRD-654,benthamiana,1
IRD-655,sylvestris,1
IRD-655,tabacum,1
IRD-656,tabacum,1
IRD-657,repanda,1
IRD-658,sylvestris,1
IRD-658,tabacum,1
IRD-659,rustica,1
IRD-66,tuberosum,1
IRD-660,rustica,1
IRD-661,alata,1
IRD-662,occidentalis,1
IRD-663,umbratica,1
IRD-664,cavicola,1
IRD-665,obtusifolia,1
IRD-666,acuminata,1
IRD-666,corymbosa,1
IRD-667,pauciflora,1
IRD-668,miersii,1
IRD-669,benthamiana,1
IRD-669,megalosiphon,1
IRD-669,umbratica,1
IRD-67,annuum,1
IRD-670,simulans,1
IRD-671,cavicola,1
IRD-672,occidentalis,1
IRD-673,repanda,1
IRD-674,spegazzinii,1
IRD-675,sylvestris,1
IRD-676,andersonii,1
IRD-677,hygrometricum,1
IRD-678,impetiginosus,1
IRD-679,impetiginosus,1
IRD-68,chinense,1
IRD-680,canephora,1
IRD-681,notabilis,1
IRD-682,moellendorffii,1
IRD-683,moellendorffii,1
IRD-684,moellendorffii,1
IRD-685,canephora,1
IRD-686,moellendorffii,1
IRD-687,hybrid,1
IRD-688,orientale,1
IRD-689,tuberosum,1
IRD-69,lycopersicum,1
IRD-690,tuberosum,1
IRD-691,chacoense,1
IRD-692,annuum,1
IRD-692,chinense,1
IRD-693,annuum,1
IRD-694,moellendorffii,1
IRD-695,moellendorffii,1
IRD-696,moellendorffii,1
IRD-697,moellendorffii,1
IRD-698,australis,1
IRD-698,campestris,1
IRD-7,lycopersicum,1
IRD-70,lycopersicum,1
IRD-71,lycopersicum,1
IRD-72,baccatum,1
IRD-73,lycopersicum,1
IRD-74,tabacum,1
IRD-75,tabacum,1
IRD-76,tabacum,1
IRD-77,repanda,1
IRD-78,annuum,1
IRD-79,attenuata,1
IRD-8,tuberosum,1
IRD-80,attenuata,1
IRD-81,spegazzinii,1
IRD-82,annuum,1
IRD-83,annuum,1
IRD-83,baccatum,1
IRD-84,annuum,1
IRD-85,annuum,1
IRD-86,annuum,1
IRD-87,chinense,1
IRD-88,chinense,1
IRD-89,annuum,1
IRD-9,tuberosum,1
IRD-90,annuum,1
IRD-91,annuum,1
IRD-92,annuum,1
IRD-93,annuum,1
IRD-93,baccatum,1
IRD-94,annuum,1
IRD-95,annuum,1
IRD-96,annuum,1
IRD-97,annuum,1
IRD-98,annuum,1
IRD-99,annuum,1
